Crop,Current_N,Current_P,Current_K,Required_N,Required_P,Required_K
Arhar/Tur,5,41,33,15,39,7
Maize,80,90,13,70,0,37
Maize,216,76,31,0,0,19
Lentil,4,15,21,16,45,0
Paddy,49,40,26,71,20,34
Arhar/Tur,19,107,2,1,0,38
Lentil,28,80,16,0,0,4
Cotton,83,9,65,37,51,0
Potato,164,95,103,0,0,17
Mustard,95,40,21,0,0,19
Groundnut,26,17,3,0,43,37
Mustard,103,3,44,0,37,0
Wheat,118,2,24,2,58,16
Sugarcane,301,43,30,0,42,30
Soyabean,22,44,54,0,36,0
Lentil,4,41,2,16,19,18
Sugarcane,164,77,60,111,8,0
Soyabean,21,0,4,0,80,36
Mustard,33,3,22,47,37,18
Maize,175,90,20,0,0,30
Potato,189,75,122,0,5,0
Cotton,143,12,53,0,48,7
Cotton,34,21,22,86,39,38
Wheat,174,10,52,0,50,0
Groundnut,4,62,40,21,0,0
Wheat,82,33,45,38,27,0
Potato,76,2,139,74,78,0
Soyabean,14,30,8,6,50,32
Paddy,34,74,34,86,0,26
Mustard,35,9,52,45,31,0
Groundnut,12,46,30,13,14,10
Paddy,100,76,46,20,0,14
Paddy,45,61,30,75,0,30
Wheat,129,8,15,0,52,25
Maize,2,34,1,148,41,49
Potato,43,76,142,107,4,0
Lentil,27,1,12,0,59,8
Paddy,176,86,22,0,0,38
Wheat,173,52,59,0,8,0
Paddy,4,86,32,116,0,28
Lentil,27,13,16,0,47,4
Paddy,44,5,40,76,55,20
Cotton,14,26,48,106,34,12
Sugarcane,237,55,35,38,30,25
Gram,14,58,28,6,2,0
Maize,125,63,36,25,12,14
Sugarcane,52,30,22,223,55,38
Mustard,106,1,21,0,39,19
Arhar/Tur,28,58,0,0,22,40
Groundnut,33,65,27,0,0,13
Arhar/Tur,17,118,12,3,0,28
Wheat,109,43,35,11,17,5
Groundnut,10,60,41,15,0,0
Sugarcane,184,84,79,91,1,0
Potato,32,39,124,118,41,0
Groundnut,22,16,25,3,44,15
Arhar/Tur,1,107,14,19,0,26
Sugarcane,34,51,9,241,34,51
Sugarcane,267,124,78,8,0,0
Paddy,144,70,30,0,0,30
Soyabean,14,41,26,6,39,14
Groundnut,5,20,38,20,40,2
Groundnut,0,39,55,25,21,0
Soyabean,5,74,48,15,6,0
Wheat,137,73,47,0,0,0
Wheat,169,55,2,0,5,38
Mustard,49,22,26,31,18,14
Sugarcane,20,27,54,255,58,6
Wheat,82,52,21,38,8,19
Gram,18,68,19,2,0,1
Mustard,85,10,43,0,30,0
Arhar/Tur,0,53,52,20,27,0
Cotton,59,73,43,61,0,17
Soyabean,10,119,8,10,0,32
Wheat,100,32,15,20,28,25
Gram,3,16,10,17,44,10
Mustard,118,30,57,0,10,0
Paddy,14,15,21,106,45,39
Arhar/Tur,0,62,18,20,18,22
Sugarcane,385,34,27,0,51,33
Wheat,116,25,7,4,35,33
Sugarcane,113,74,10,162,11,50
Mustard,94,45,59,0,0,0
Groundnut,22,0,5,3,60,35
Potato,63,97,49,87,0,71
Potato,25,86,87,125,0,33
Soyabean,24,15,16,0,65,24
Paddy,93,39,27,27,21,33
Potato,81,49,0,69,31,120
Mustard,86,29,23,0,11,17
Mustard,49,39,19,31,1,21
Gram,14,41,6,6,19,14
Sugarcane,398,97,78,0,0,0
Soyabean,9,108,0,11,0,40
Gram,19,40,7,1,20,13
Gram,28,69,3,0,0,17
Gram,5,24,7,15,36,13
Soyabean,6,5,13,14,75,27
Mustard,11,58,17,69,0,23
Mustard,26,34,56,54,6,0
Cotton,101,89,29,19,0,31
Soyabean,21,112,39,0,0,1
Arhar/Tur,26,16,37,0,64,3
Wheat,164,22,34,0,38,6
Sugarcane,108,97,75,167,0,0
Cotton,139,72,58,0,0,2
Cotton,43,3,46,77,57,14
Maize,173,12,55,0,63,0
Soyabean,17,46,1,3,34,39
Wheat,98,4,38,22,56,2
Paddy,146,45,71,0,15,0
Potato,12,54,122,138,26,0
Arhar/Tur,7,73,24,13,7,16
Arhar/Tur,3,15,18,17,65,22
Sugarcane,156,21,71,119,64,0
Cotton,154,48,47,0,12,13
Lentil,21,44,1,0,16,19
Groundnut,8,2,39,17,58,1
Sugarcane,251,3,38,24,82,22
Wheat,14,85,20,106,0,20
Paddy,71,24,69,49,36,0
Wheat,106,28,51,14,32,0
Gram,10,86,10,10,0,10
Potato,110,45,102,40,35,18
Groundnut,26,8,43,0,52,0
Mustard,10,30,28,70,10,12
Gram,16,4,23,4,56,0
Arhar/Tur,1,62,57,19,18,0
Maize,181,73,14,0,2,36
Gram,6,13,22,14,47,0
Mustard,115,45,3,0,0,37
Arhar/Tur,1,47,5,19,33,35
Gram,4,88,2,16,0,18
Soyabean,11,64,5,9,16,35
Soyabean,20,28,59,0,52,0
Gram,20,25,23,0,35,0
Paddy,103,2,26,17,58,34
Wheat,27,4,13,93,56,27
Lentil,13,61,7,7,0,13
Paddy,156,29,32,0,31,28
Potato,121,63,49,29,17,71
Maize,87,46,7,63,29,43
Lentil,9,61,12,11,0,8
Lentil,20,44,20,0,16,0
Soyabean,4,38,40,16,42,0
Lentil,28,14,19,0,46,1
Soyabean,8,37,50,12,43,0
Gram,28,75,16,0,0,4
Potato,54,98,107,96,0,13
Gram,20,31,24,0,29,0
Soyabean,5,111,9,15,0,31
Wheat,53,45,20,67,15,20
Potato,43,113,82,107,0,38
Soyabean,13,71,25,7,9,15
Maize,23,53,2,127,22,48
Cotton,170,3,85,0,57,0
Arhar/Tur,11,27,20,9,53,20
Potato,72,49,98,78,31,22
Lentil,5,52,29,15,8,0
Groundnut,4,85,41,21,0,0
Cotton,56,59,53,64,1,7
Maize,55,103,59,95,0,0
Groundnut,10,82,47,15,0,0
Arhar/Tur,23,115,43,0,0,0
Gram,20,86,6,0,0,14
Sugarcane,208,75,26,67,10,34
Mustard,73,34,29,7,6,11
Paddy,155,44,45,0,16,15
Wheat,40,16,3,80,44,37
Groundnut,4,39,15,21,21,25
Soyabean,24,64,32,0,16,8
Mustard,68,8,27,12,32,13
Paddy,137,75,82,0,0,0
Lentil,3,62,10,17,0,10
Groundnut,34,28,33,0,32,7
Arhar/Tur,5,49,52,15,31,0
Maize,28,61,37,122,14,13
Wheat,94,12,5,26,48,35
Soyabean,29,95,40,0,0,0
Soyabean,29,14,6,0,66,34
Wheat,164,26,46,0,34,0
Maize,93,50,68,57,25,0
Arhar/Tur,22,111,57,0,0,0
Gram,11,60,24,9,0,0
Arhar/Tur,13,69,24,7,11,16
Potato,170,80,99,0,0,21
Maize,17,13,14,133,62,36
Arhar/Tur,6,51,48,14,29,0
Sugarcane,148,64,23,127,21,37
Maize,106,22,70,44,53,0
Potato,67,16,163,83,64,0
Mustard,49,47,57,31,0,0
Mustard,45,52,28,35,0,12
Maize,113,24,46,37,51,4
Wheat,149,72,4,0,0,36
Gram,23,60,23,0,0,0
Wheat,13,65,10,107,0,30
Potato,27,94,149,123,0,0
Wheat,24,41,8,96,19,32
Lentil,8,63,13,12,0,7
Paddy,177,18,71,0,42,0
Sugarcane,210,65,86,65,20,0
Arhar/Tur,11,49,39,9,31,1
Paddy,20,70,41,100,0,19
Paddy,171,54,19,0,6,41
Sugarcane,279,63,38,0,22,22
Mustard,59,13,18,21,27,22
Potato,94,11,47,56,69,73
Wheat,75,36,58,45,24,0
Wheat,17,82,4,103,0,36
Lentil,29,32,20,0,28,0
Cotton,31,22,79,89,38,0
Maize,78,109,21,72,0,29
Sugarcane,5,65,45,270,20,15
Wheat,167,60,58,0,0,0
Soyabean,9,111,28,11,0,12
Cotton,142,32,86,0,28,0
Soyabean,21,118,15,0,0,25
Lentil,17,1,29,3,59,0
Maize,95,0,15,55,75,35
Wheat,151,68,49,0,0,0
Lentil,18,32,0,2,28,20
Soyabean,27,77,2,0,3,38
Wheat,63,88,2,57,0,38
Soyabean,4,47,40,16,33,0
Mustard,27,52,0,53,0,40
Wheat,54,13,14,66,47,26
Wheat,77,1,13,43,59,27
Wheat,115,42,21,5,18,19
Lentil,5,82,4,15,0,16
Groundnut,7,87,1,18,0,39
Potato,58,100,129,92,0,0
Sugarcane,263,1,8,12,84,52
Cotton,60,13,31,60,47,29
Gram,28,86,26,0,0,0
Mustard,63,26,37,17,14,3
Gram,24,57,15,0,3,5
Maize,33,92,6,117,0,44
Arhar/Tur,10,115,50,10,0,0
Groundnut,11,19,38,14,41,2
Paddy,50,41,8,70,19,52
Lentil,11,70,10,9,0,10
Cotton,22,16,37,98,44,23
Soyabean,26,42,31,0,38,9
Paddy,38,37,19,82,23,41
Arhar/Tur,2,79,38,18,1,2
Gram,6,11,10,14,49,10
Wheat,133,17,52,0,43,0
Sugarcane,68,52,13,207,33,47
Soyabean,0,83,33,20,0,7
Soyabean,25,108,53,0,0,0
Arhar/Tur,15,91,59,5,0,0
Mustard,55,0,24,25,40,16
Wheat,7,1,59,113,59,0
Paddy,4,39,84,116,21,0
Cotton,46,10,62,74,50,0
Lentil,23,52,11,0,8,9
Groundnut,8,16,13,17,44,27
Soyabean,17,79,6,3,1,34
Gram,6,36,25,14,24,0
Lentil,10,9,20,10,51,0
Lentil,13,45,13,7,15,7
Wheat,90,73,55,30,0,0
Gram,13,49,5,7,11,15
Arhar/Tur,23,7,9,0,73,31
Wheat,62,14,2,58,46,38
Gram,13,84,24,7,0,0
Mustard,85,31,51,0,9,0
Potato,162,40,136,0,40,0
Potato,204,17,156,0,63,0
Paddy,141,55,23,0,5,37
Potato,3,109,147,147,0,0
Soyabean,25,41,41,0,39,0
Groundnut,3,30,59,22,30,0
Lentil,22,63,5,0,0,15
Paddy,88,61,82,32,0,0
Gram,9,2,18,11,58,2
Potato,170,97,176,0,0,0
Paddy,118,53,15,2,7,45
Paddy,30,73,10,90,0,50
Maize,10,80,50,140,0,0
Potato,193,94,79,0,0,41
Wheat,11,23,26,109,37,14
Arhar/Tur,8,85,11,12,0,29
Lentil,8,41,18,12,19,2
Groundnut,10,53,53,15,7,0
Groundnut,24,30,58,1,30,0
Gram,3,34,13,17,26,7
Wheat,122,72,48,0,0,0
Paddy,91,29,36,29,31,24
Maize,187,21,61,0,54,0
Arhar/Tur,27,33,34,0,47,6
Groundnut,17,73,28,8,0,12
Lentil,20,34,15,0,26,5
Maize,128,8,61,22,67,0
Wheat,31,15,30,89,45,10
Mustard,95,39,16,0,1,24
Arhar/Tur,20,102,41,0,0,0
Cotton,33,48,22,87,12,38
Mustard,90,32,41,0,8,0
Wheat,42,45,30,78,15,10
Gram,15,47,24,5,13,0
Sugarcane,356,94,26,0,0,34
Mustard,83,20,41,0,20,0
Arhar/Tur,18,79,43,2,1,0
Potato,158,83,93,0,0,27
Mustard,2,18,28,78,22,12
Soyabean,18,65,10,2,15,30
Groundnut,4,53,42,21,7,0
Arhar/Tur,18,57,20,2,23,20
Maize,208,24,40,0,51,10
Gram,3,11,25,17,49,0
Wheat,20,23,17,100,37,23
Soyabean,6,93,53,14,0,0
Arhar/Tur,28,59,15,0,21,25
Mustard,77,25,53,3,15,0
Cotton,93,34,59,27,26,1
Wheat,166,68,45,0,0,0
Paddy,120,15,45,0,45,15
Cotton,5,78,44,115,0,16
Lentil,1,37,3,19,23,17
Sugarcane,395,66,36,0,19,24
Lentil,8,49,28,12,11,0
Arhar/Tur,24,104,49,0,0,0
Sugarcane,342,56,22,0,29,38
Wheat,99,13,49,21,47,0
Wheat,11,60,11,109,0,29
Lentil,3,41,12,17,19,8
Wheat,164,72,8,0,0,32
Soyabean,25,101,56,0,0,0
Groundnut,11,74,33,14,0,7
Lentil,14,49,1,6,11,19
Paddy,66,53,66,54,7,0
Gram,11,16,9,9,44,11
Groundnut,4,76,30,21,0,10
Groundnut,16,38,19,9,22,21
Mustard,101,18,8,0,22,32
Maize,202,69,55,0,6,0
Maize,160,10,65,0,65,0
Maize,217,75,14,0,0,36
Arhar/Tur,27,33,33,0,47,7
Potato,155,13,96,0,67,24
Arhar/Tur,17,28,25,3,52,15
Arhar/Tur,7,72,53,13,8,0
Cotton,15,85,67,105,0,0
Soyabean,8,6,56,12,74,0
Wheat,146,73,40,0,0,0
Potato,34,50,7,116,30,113
Paddy,48,39,22,72,21,38
Lentil,20,8,28,0,52,0
Wheat,81,19,51,39,41,0
Paddy,99,41,61,21,19,0
Mustard,4,17,14,76,23,26
Sugarcane,248,110,34,27,0,26
Mustard,32,58,45,48,0,0
Arhar/Tur,3,85,32,17,0,8
Sugarcane,12,106,69,263,0,0
Gram,17,28,6,3,32,14
Potato,124,55,62,26,25,58
Arhar/Tur,11,87,29,9,0,11
Groundnut,19,1,52,6,59,0
Paddy,11,39,40,109,21,20
Groundnut,12,80,30,13,0,10
Mustard,51,21,14,29,19,26
Wheat,23,6,58,97,54,0
Wheat,45,31,30,75,29,10
Wheat,45,79,46,75,0,0
Gram,27,3,29,0,57,0
Groundnut,12,2,16,13,58,24
Soyabean,29,26,19,0,54,21
Wheat,55,64,31,65,0,9
Groundnut,20,78,10,5,0,30
Wheat,150,69,1,0,0,39
Potato,82,57,179,68,23,0
Gram,26,70,2,0,0,18
Mustard,44,21,58,36,19,0
Arhar/Tur,23,96,55,0,0,0
Sugarcane,350,6,2,0,79,58
Paddy,74,57,47,46,3,13
Mustard,18,6,40,62,34,0
Cotton,43,80,59,77,0,1
Arhar/Tur,17,91,34,3,0,6
Sugarcane,239,120,6,36,0,54
Arhar/Tur,28,92,5,0,0,35
Lentil,12,69,11,8,0,9
Wheat,22,6,36,98,54,4
Soyabean,8,97,23,12,0,17
Soyabean,2,18,11,18,62,29
Lentil,5,82,15,15,0,5
Soyabean,4,53,23,16,27,17
Groundnut,17,48,2,8,12,38
Lentil,3,75,23,17,0,0
Cotton,135,28,23,0,32,37
Mustard,100,54,22,0,0,18
Wheat,111,71,16,9,0,24
Arhar/Tur,14,19,13,6,61,27
Sugarcane,331,58,78,0,27,0
Cotton,63,27,36,57,33,24
Mustard,18,4,44,62,36,0
Mustard,108,44,10,0,0,30
Cotton,104,5,41,16,55,19
Arhar/Tur,20,79,23,0,1,17
Arhar/Tur,28,11,27,0,69,13
Arhar/Tur,9,15,18,11,65,22
Sugarcane,268,118,66,7,0,0
Arhar/Tur,5,80,12,15,0,28
Maize,127,57,50,23,18,0
Arhar/Tur,12,25,52,8,55,0
Mustard,89,11,20,0,29,20
Mustard,64,23,50,16,17,0
Maize,182,29,31,0,46,19
Soyabean,17,113,10,3,0,30
Cotton,88,70,10,32,0,50
Sugarcane,300,103,69,0,0,0
Lentil,11,53,26,9,7,0
Potato,87,73,109,63,7,11
Arhar/Tur,28,114,46,0,0,0
Sugarcane,290,97,8,0,0,52
Gram,7,14,21,13,46,0
Maize,188,9,4,0,66,46
Soyabean,0,72,18,20,8,22
Lentil,22,79,23,0,0,0
Maize,43,30,26,107,45,24
Maize,1,73,48,149,2,2
Arhar/Tur,2,79,15,18,1,25
Maize,203,53,7,0,22,43
Paddy,67,28,74,53,32,0
Arhar/Tur,1,86,54,19,0,0
Gram,6,74,8,14,0,12
Mustard,102,4,2,0,36,38
Maize,49,34,27,101,41,23
Soyabean,19,81,21,1,0,19
Gram,28,82,3,0,0,17
Wheat,40,77,13,80,0,27
Groundnut,10,31,10,15,29,30
Cotton,158,17,72,0,43,0
Arhar/Tur,26,103,56,0,0,0
Cotton,115,43,27,5,17,33
Potato,217,73,153,0,7,0
Groundnut,16,80,48,9,0,0
Groundnut,12,13,11,13,47,29
Lentil,28,68,5,0,0,15
Wheat,120,52,11,0,8,29
Gram,19,65,9,1,0,11
Potato,53,69,177,97,11,0
Wheat,70,25,49,50,35,0
Sugarcane,61,119,71,214,0,0
Potato,222,68,28,0,12,92
Maize,214,34,70,0,41,0
Lentil,27,37,22,0,23,0
Maize,72,93,13,78,0,37
Cotton,71,16,82,49,44,0
Wheat,42,42,12,78,18,28
Groundnut,13,31,35,12,29,5
Arhar/Tur,10,78,48,10,2,0
Mustard,93,4,6,0,36,34
Arhar/Tur,17,60,34,3,20,6
Soyabean,12,31,46,8,49,0
Lentil,26,64,18,0,0,2
Groundnut,8,73,21,17,0,19
Groundnut,33,20,24,0,40,16
Wheat,84,37,32,36,23,8
Paddy,179,11,2,0,49,58
Soyabean,4,59,4,16,21,36
Wheat,172,10,11,0,50,29
Mustard,12,32,52,68,8,0
Cotton,131,53,36,0,7,24
Lentil,17,46,22,3,14,0
Wheat,168,46,19,0,14,21
Lentil,24,37,13,0,23,7
Mustard,12,56,38,68,0,2
Paddy,50,70,6,70,0,54
Maize,149,22,73,1,53,0
Gram,0,75,7,20,0,13
Potato,162,31,49,0,49,71
Soyabean,19,55,18,1,25,22
Gram,12,66,28,8,0,0
Maize,156,72,68,0,3,0
Paddy,94,31,10,26,29,50
Gram,22,65,29,0,0,0
Groundnut,4,85,59,21,0,0
Gram,21,5,27,0,55,0
Sugarcane,222,109,62,53,0,0
Potato,196,117,145,0,0,0
Groundnut,21,37,23,4,23,17
Paddy,82,14,2,38,46,58
Arhar/Tur,18,81,33,2,0,7
Cotton,13,55,80,107,5,0
Maize,19,3,56,131,72,0
Maize,70,103,28,80,0,22
Maize,138,37,52,12,38,0
Groundnut,24,73,14,1,0,26
Paddy,15,23,57,105,37,3
Lentil,28,63,7,0,0,13
Paddy,19,88,86,101,0,0
Maize,146,36,41,4,39,9
Cotton,19,75,78,101,0,0
Groundnut,29,4,36,0,56,4
Sugarcane,247,113,77,28,0,0
Maize,160,23,9,0,52,41
Paddy,21,85,12,99,0,48
Mustard,101,57,49,0,0,0
Groundnut,26,51,40,0,9,0
Wheat,148,78,43,0,0,0
Mustard,67,59,25,13,0,15
Mustard,0,18,44,80,22,0
Soyabean,28,99,20,0,0,20
Lentil,12,83,3,8,0,17
Paddy,41,56,8,79,4,52
Lentil,4,35,18,16,25,2
Arhar/Tur,12,105,29,8,0,11
Lentil,13,68,1,7,0,19
Gram,14,71,8,6,0,12
Soyabean,22,99,42,0,0,0
Paddy,55,48,63,65,12,0
Soyabean,17,109,25,3,0,15
Maize,202,87,60,0,0,0
Paddy,95,3,53,25,57,7
Mustard,90,58,59,0,0,0
Arhar/Tur,1,38,26,19,42,14
Sugarcane,144,111,36,131,0,24
Maize,24,107,17,126,0,33
Groundnut,36,32,42,0,28,0
Maize,110,41,47,40,34,3
Paddy,93,57,21,27,3,39
Lentil,11,82,28,9,0,0
Cotton,58,72,74,62,0,0
Maize,80,64,20,70,11,30
Paddy,83,86,61,37,0,0
Maize,169,75,60,0,0,0
Potato,181,5,29,0,75,91
Paddy,156,85,35,0,0,25
Groundnut,26,85,51,0,0,0
Paddy,66,2,31,54,58,29
Maize,115,14,41,35,61,9
Wheat,164,20,39,0,40,1
Gram,2,45,22,18,15,0
Mustard,12,46,2,68,0,38
Paddy,135,15,33,0,45,27
Groundnut,14,44,38,11,16,2
Soyabean,13,103,2,7,0,38
Sugarcane,279,36,89,0,49,0
Lentil,21,23,1,0,37,19
Paddy,51,53,26,69,7,34
Potato,197,43,105,0,37,15
Wheat,178,76,43,0,0,0
Groundnut,22,55,16,3,5,24
Soyabean,26,45,57,0,35,0
Arhar/Tur,11,110,3,9,0,37
Potato,123,88,70,27,0,50
Lentil,15,5,4,5,55,16
Cotton,166,66,59,0,0,1
Gram,2,36,10,18,24,10
Soyabean,29,114,35,0,0,5
Groundnut,35,66,42,0,0,0
Lentil,18,11,25,2,49,0
Potato,201,10,91,0,70,29
Potato,109,112,57,41,0,63
Wheat,21,39,20,99,21,20
Mustard,49,23,28,31,17,12
Potato,166,72,110,0,8,10
Wheat,88,71,53,32,0,0
Groundnut,29,63,55,0,0,0
Cotton,135,42,85,0,18,0
Mustard,2,54,35,78,0,5
Soyabean,1,53,31,19,27,9
Soyabean,15,73,20,5,7,20
Potato,126,51,48,24,29,72
Maize,93,67,71,57,8,0
Soyabean,24,102,29,0,0,11
Mustard,82,30,16,0,10,24
Maize,147,32,73,3,43,0
Paddy,123,14,68,0,46,0
Soyabean,10,55,12,10,25,28
Potato,76,89,62,74,0,58
Arhar/Tur,28,103,18,0,0,22
Arhar/Tur,16,63,29,4,17,11
Groundnut,3,0,31,22,60,9
Gram,14,45,18,6,15,2
Mustard,48,21,38,32,19,2
Cotton,70,3,30,50,57,30
Wheat,90,66,16,30,0,24
Wheat,27,28,54,93,32,0
Sugarcane,112,9,35,163,76,25
Gram,21,39,28,0,21,0
Potato,154,24,42,0,56,78
Groundnut,7,8,50,18,52,0
Potato,123,79,63,27,1,57
Soyabean,26,79,0,0,1,40
Cotton,77,17,73,43,43,0
Lentil,13,38,9,7,22,11
Cotton,9,29,27,111,31,33
Lentil,26,66,12,0,0,8
Groundnut,17,47,10,8,13,30
Potato,106,18,162,44,62,0
Cotton,24,56,63,96,4,0
Lentil,28,20,6,0,40,14
Arhar/Tur,1,30,40,19,50,0
Lentil,20,27,10,0,33,10
Lentil,29,20,16,0,40,4
Soyabean,25,82,24,0,0,16
Wheat,37,58,34,83,2,6
Cotton,166,40,62,0,20,0
Groundnut,27,29,16,0,31,24
Lentil,4,2,4,16,58,16
Cotton,135,36,47,0,24,13
Gram,23,21,17,0,39,3
Potato,222,11,179,0,69,0
Mustard,5,2,18,75,38,22
Potato,219,54,0,0,26,120
Gram,29,67,11,0,0,9
Wheat,116,1,41,4,59,0
Cotton,144,69,40,0,0,20
Potato,187,15,45,0,65,75
Wheat,46,83,59,74,0,0
Gram,8,17,18,12,43,2
Potato,71,103,75,79,0,45
Arhar/Tur,0,68,12,20,12,28
Arhar/Tur,16,60,8,4,20,32
Groundnut,35,9,56,0,51,0
Cotton,77,73,39,43,0,21
Sugarcane,374,76,37,0,9,23
Groundnut,23,62,9,2,0,31
Wheat,65,54,40,55,6,0
Arhar/Tur,27,80,5,0,0,35
Lentil,27,18,28,0,42,0
Maize,14,18,6,136,57,44
Wheat,130,80,26,0,0,14
Arhar/Tur,23,41,4,0,39,36
Maize,148,64,9,2,11,41
Lentil,16,43,15,4,17,5
Gram,15,57,2,5,3,18
Sugarcane,294,55,11,0,30,49
Potato,81,93,27,69,0,93
Groundnut,22,18,36,3,42,4
Arhar/Tur,26,93,59,0,0,0
Arhar/Tur,22,2,49,0,78,0
Cotton,156,6,42,0,54,18
Paddy,63,43,70,57,17,0
Wheat,84,35,27,36,25,13
Soyabean,0,45,31,20,35,9
Wheat,4,78,14,116,0,26
Sugarcane,195,116,46,80,0,14
Maize,10,104,12,140,0,38
Sugarcane,115,96,35,160,0,25
Groundnut,22,81,6,3,0,34
Soyabean,12,86,46,8,0,0
Cotton,24,5,80,96,55,0
Mustard,27,18,2,53,22,38
Soyabean,18,98,49,2,0,0
Potato,115,28,89,35,52,31
Arhar/Tur,18,0,26,2,80,14
Lentil,9,35,24,11,25,0
Mustard,23,7,27,57,33,13
Potato,160,106,101,0,0,19
Gram,26,57,10,0,3,10
Mustard,38,25,1,42,15,39
Cotton,110,5,76,10,55,0
Lentil,21,64,11,0,0,9
Mustard,3,36,49,77,4,0
Wheat,168,20,34,0,40,6
Gram,24,49,24,0,11,0
Lentil,7,18,7,13,42,13
Mustard,63,12,30,17,28,10
Arhar/Tur,1,17,0,19,63,40
Mustard,67,47,50,13,0,0
Lentil,7,75,11,13,0,9
Cotton,112,89,85,8,0,0
Lentil,13,69,8,7,0,12
Potato,153,46,126,0,34,0
Soyabean,4,10,28,16,70,12
Gram,4,58,4,16,2,16
Lentil,2,63,0,18,0,20
Maize,14,69,28,136,6,22
Groundnut,25,52,12,0,8,28
Cotton,153,14,68,0,46,0
Soyabean,24,0,56,0,80,0
Soyabean,7,67,0,13,13,40
Paddy,9,51,48,111,9,12
Potato,37,116,174,113,0,0
Mustard,32,9,24,48,31,16
Lentil,15,38,8,5,22,12
Paddy,52,62,42,68,0,18
Sugarcane,362,117,52,0,0,8
Potato,98,58,77,52,22,43
Sugarcane,197,7,55,78,78,5
Mustard,100,40,53,0,0,0
Wheat,145,85,16,0,0,24
Cotton,51,59,7,69,1,53
Cotton,36,6,64,84,54,0
Lentil,4,38,10,16,22,10
Maize,89,2,62,61,73,0
Cotton,11,11,21,109,49,39
Groundnut,8,59,18,17,1,22
Cotton,70,75,40,50,0,20
Arhar/Tur,1,42,15,19,38,25
Paddy,151,67,87,0,0,0
Lentil,25,65,29,0,0,0
Soyabean,24,58,54,0,22,0
Lentil,5,25,8,15,35,12
Soyabean,12,105,18,8,0,22
Groundnut,29,65,56,0,0,0
Sugarcane,68,24,45,207,61,15
Maize,178,88,60,0,0,0
Soyabean,13,67,32,7,13,8
Groundnut,10,41,58,15,19,0
Sugarcane,223,97,11,52,0,49
Lentil,25,21,27,0,39,0
Cotton,22,83,47,98,0,13
Paddy,130,58,20,0,2,40
Lentil,11,35,29,9,25,0
Potato,50,72,48,100,8,72
Sugarcane,21,16,56,254,69,4
Groundnut,27,81,32,0,0,8
Potato,215,32,178,0,48,0
Cotton,27,73,57,93,0,3
Potato,150,64,160,0,16,0
Soyabean,11,33,13,9,47,27
Wheat,85,28,49,35,32,0
Wheat,95,74,44,25,0,0
Soyabean,11,80,26,9,0,14
Wheat,129,52,54,0,8,0
Maize,97,23,47,53,52,3
Potato,148,93,40,2,0,80
Groundnut,32,60,16,0,0,24
Wheat,74,23,23,46,37,17
Potato,202,8,43,0,72,77
Gram,0,62,14,20,0,6
Potato,182,16,125,0,64,0
Cotton,74,65,43,46,0,17
Gram,16,57,24,4,3,0
Maize,56,75,56,94,0,0
Paddy,148,21,88,0,39,0
Paddy,33,11,83,87,49,0
Arhar/Tur,5,10,55,15,70,0
Gram,26,78,27,0,0,0
Maize,26,87,22,124,0,28
Cotton,158,36,0,0,24,60
Potato,6,101,68,144,0,52
Gram,14,45,14,6,15,6
Potato,223,75,93,0,5,27
Mustard,53,50,36,27,0,4
Sugarcane,289,78,55,0,7,5
Potato,76,5,93,74,75,27
Arhar/Tur,12,43,32,8,37,8
Paddy,15,76,47,105,0,13
Paddy,161,12,42,0,48,18
Groundnut,23,31,16,2,29,24
Paddy,86,43,0,34,17,60
Wheat,135,42,20,0,18,20
Paddy,145,84,19,0,0,41
Soyabean,16,2,58,4,78,0
Gram,4,52,8,16,8,12
Mustard,13,39,20,67,1,20
Groundnut,9,15,17,16,45,23
Cotton,22,12,73,98,48,0
Mustard,33,13,26,47,27,14
Wheat,126,30,54,0,30,0
Wheat,37,76,27,83,0,13
Lentil,19,10,19,1,50,1
Lentil,18,46,5,2,14,15
Gram,25,38,27,0,22,0
Sugarcane,286,123,33,0,0,27
Gram,24,2,27,0,58,0
Mustard,108,43,0,0,0,40
Sugarcane,355,78,42,0,7,18
Paddy,65,28,54,55,32,6
Mustard,117,53,57,0,0,0
Wheat,138,84,12,0,0,28
Lentil,5,40,3,15,20,17
Soyabean,22,83,25,0,0,15
Sugarcane,40,113,6,235,0,54
Arhar/Tur,13,116,41,7,0,0
Mustard,38,5,8,42,35,32
Paddy,106,38,4,14,22,56
Paddy,58,15,48,62,45,12
Wheat,14,47,36,106,13,4
Potato,183,81,117,0,0,3
Groundnut,22,9,13,3,51,27
Arhar/Tur,4,85,46,16,0,0
Potato,86,118,134,64,0,0
Wheat,80,28,26,40,32,14
Sugarcane,32,5,2,243,80,58
Lentil,13,4,19,7,56,1
Potato,181,113,94,0,0,26
Gram,10,57,19,10,3,1
Mustard,115,41,52,0,0,0
Cotton,30,8,34,90,52,26
Wheat,106,28,40,14,32,0
Soyabean,4,17,25,16,63,15
Groundnut,28,51,12,0,9,28
Gram,24,49,11,0,11,9
Potato,13,80,78,137,0,42
Arhar/Tur,5,40,20,15,40,20
Groundnut,13,38,52,12,22,0
Wheat,57,20,4,63,40,36
Paddy,37,11,39,83,49,21
Mustard,19,3,45,61,37,0
Soyabean,22,5,6,0,75,34
Soyabean,5,74,16,15,6,24
Arhar/Tur,3,4,28,17,76,12
